Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-23 09:30:00-04:00,228.52999877929688,229.72999572753906,228.52999877929688,229.72999572753906,229.72999572753906,28142
2024-09-23 09:31:00-04:00,229.51499938964844,229.51499938964844,229.43499755859375,229.43499755859375,229.43499755859375,539
2024-09-23 09:32:00-04:00,230.16000366210938,230.16000366210938,229.375,229.97999572753906,229.97999572753906,1489
2024-09-23 09:33:00-04:00,230.02999877929688,230.1300048828125,229.49000549316406,230.06500244140625,230.06500244140625,2152
2024-09-23 09:34:00-04:00,230.9499969482422,230.9499969482422,230.30999755859375,230.5800018310547,230.5800018310547,965
2024-09-23 09:35:00-04:00,230.30999755859375,230.30999755859375,229.27000427246094,229.27000427246094,229.27000427246094,4390
2024-09-23 09:36:00-04:00,229.27000427246094,229.2899932861328,228.72000122070312,228.72000122070312,228.72000122070312,1397
2024-09-23 09:37:00-04:00,228.80499267578125,228.80499267578125,228.80499267578125,228.80499267578125,228.80499267578125,545
2024-09-23 09:40:00-04:00,229.02000427246094,229.02000427246094,229.02000427246094,229.02000427246094,229.02000427246094,582
2024-09-23 09:41:00-04:00,228.5500030517578,228.5500030517578,228.5500030517578,228.5500030517578,228.5500030517578,1046
2024-09-23 09:45:00-04:00,228.3350067138672,228.33999633789062,227.9499969482422,227.9499969482422,227.9499969482422,2622
2024-09-23 09:46:00-04:00,227.8000030517578,228.49000549316406,227.8000030517578,228.49000549316406,228.49000549316406,2006
2024-09-23 09:47:00-04:00,228.6999969482422,228.86000061035156,228.62249755859375,228.86000061035156,228.86000061035156,2064
2024-09-23 09:50:00-04:00,228.01499938964844,228.01499938964844,228.01499938964844,228.01499938964844,228.01499938964844,713
2024-09-23 09:51:00-04:00,227.75999450683594,227.75999450683594,227.6699981689453,227.6699981689453,227.6699981689453,1356
2024-09-23 09:53:00-04:00,227.99000549316406,227.99000549316406,227.99000549316406,227.99000549316406,227.99000549316406,397
2024-09-23 09:54:00-04:00,227.625,227.625,227.2700958251953,227.2700958251953,227.2700958251953,975
2024-09-23 09:55:00-04:00,227.92999267578125,227.97999572753906,227.8300018310547,227.8300018310547,227.8300018310547,1413
2024-09-23 09:56:00-04:00,227.91000366210938,228.19000244140625,227.6699981689453,227.875,227.875,2912
2024-09-23 09:57:00-04:00,228.07000732421875,228.10499572753906,227.8350067138672,227.8350067138672,227.8350067138672,1162
2024-09-23 09:58:00-04:00,227.8350067138672,227.8350067138672,227.81500244140625,227.81500244140625,227.81500244140625,962
2024-09-23 09:59:00-04:00,227.82000732421875,227.82000732421875,227.80999755859375,227.80999755859375,227.80999755859375,1153
2024-09-23 10:00:00-04:00,227.80999755859375,227.8800048828125,227.57000732421875,227.7274932861328,227.7274932861328,2022
2024-09-23 10:01:00-04:00,227.72500610351562,227.97999572753906,227.72500610351562,227.7899932861328,227.7899932861328,4590
2024-09-23 10:02:00-04:00,227.7899932861328,228.30999755859375,227.7899932861328,228.30999755859375,228.30999755859375,2752
2024-09-23 10:03:00-04:00,228.3000030517578,228.3000030517578,228.3000030517578,228.3000030517578,228.3000030517578,386
2024-09-23 10:04:00-04:00,228.3300018310547,228.3300018310547,228.3300018310547,228.3300018310547,228.3300018310547,1170
2024-09-23 10:06:00-04:00,228.13999938964844,228.1699981689453,228.00999450683594,228.16000366210938,228.16000366210938,2681
2024-09-23 10:07:00-04:00,228.21865844726562,228.3300018310547,228.1649932861328,228.1649932861328,228.1649932861328,1166
2024-09-23 10:08:00-04:00,228.33999633789062,228.35000610351562,228.3350067138672,228.33999633789062,228.33999633789062,1558
2024-09-23 10:09:00-04:00,227.9600067138672,227.9600067138672,227.9600067138672,227.9600067138672,227.9600067138672,2574
2024-09-23 10:11:00-04:00,227.92529296875,228.10000610351562,227.92529296875,227.97500610351562,227.97500610351562,5678
2024-09-23 10:12:00-04:00,227.83999633789062,227.88499450683594,227.83999633789062,227.88499450683594,227.88499450683594,2005
2024-09-23 10:15:00-04:00,227.86500549316406,227.86500549316406,227.6699981689453,227.7899932861328,227.7899932861328,2181
2024-09-23 10:16:00-04:00,227.7899932861328,227.89999389648438,227.7899932861328,227.89999389648438,227.89999389648438,1022
2024-09-23 10:17:00-04:00,227.7899932861328,227.7899932861328,227.4199981689453,227.4199981689453,227.4199981689453,2180
2024-09-23 10:18:00-04:00,227.47999572753906,227.6199951171875,227.47999572753906,227.6199951171875,227.6199951171875,1682
2024-09-23 10:19:00-04:00,227.61000061035156,227.61000061035156,227.57000732421875,227.57000732421875,227.57000732421875,1476
2024-09-23 10:20:00-04:00,227.55999755859375,227.55999755859375,227.55999755859375,227.55999755859375,227.55999755859375,223
2024-09-23 10:21:00-04:00,227.55999755859375,227.55999755859375,227.4600067138672,227.48500061035156,227.48500061035156,2052
2024-09-23 10:22:00-04:00,227.44500732421875,227.44500732421875,227.44500732421875,227.44500732421875,227.44500732421875,907
2024-09-23 10:23:00-04:00,227.38999938964844,227.44500732421875,227.38999938964844,227.44500732421875,227.44500732421875,529
2024-09-23 10:24:00-04:00,227.4499969482422,227.64999389648438,227.39999389648438,227.64999389648438,227.64999389648438,2812
2024-09-23 10:25:00-04:00,227.5,227.5,227.5,227.5,227.5,527
2024-09-23 10:26:00-04:00,227.67999267578125,227.69000244140625,227.6699981689453,227.69000244140625,227.69000244140625,2604
2024-09-23 10:28:00-04:00,227.6699981689453,227.6699981689453,227.6699981689453,227.6699981689453,227.6699981689453,134
2024-09-23 10:29:00-04:00,227.7100067138672,227.7899932861328,227.7100067138672,227.7899932861328,227.7899932861328,2511
2024-09-23 10:30:00-04:00,227.60000610351562,227.60499572753906,227.60000610351562,227.60499572753906,227.60499572753906,591
2024-09-23 10:31:00-04:00,227.61000061035156,227.77999877929688,227.61000061035156,227.75999450683594,227.75999450683594,3212
2024-09-23 10:34:00-04:00,227.91000366210938,228.0500030517578,227.86000061035156,227.86000061035156,227.86000061035156,3097
2024-09-23 10:35:00-04:00,227.89999389648438,227.89999389648438,227.83250427246094,227.84500122070312,227.84500122070312,1288
2024-09-23 10:36:00-04:00,227.97000122070312,228.25,227.97000122070312,228.22000122070312,228.22000122070312,2039
2024-09-23 10:37:00-04:00,228.1999969482422,228.1999969482422,227.99000549316406,227.99000549316406,227.99000549316406,1407
2024-09-23 10:39:00-04:00,227.9499969482422,228.07000732421875,227.9499969482422,228.07000732421875,228.07000732421875,1248
2024-09-23 10:40:00-04:00,228.14999389648438,228.3249969482422,228.14999389648438,228.3249969482422,228.3249969482422,2353
2024-09-23 10:41:00-04:00,228.35000610351562,228.35000610351562,228.25999450683594,228.27999877929688,228.27999877929688,1735
2024-09-23 10:42:00-04:00,228.39999389648438,228.4499969482422,228.31500244140625,228.31500244140625,228.31500244140625,1796
2024-09-23 10:43:00-04:00,228.47000122070312,228.47000122070312,228.47000122070312,228.47000122070312,228.47000122070312,1218
2024-09-23 10:45:00-04:00,228.21319580078125,228.21319580078125,228.21319580078125,228.21319580078125,228.21319580078125,449
2024-09-23 10:46:00-04:00,228.24879455566406,228.24879455566406,228.24879455566406,228.24879455566406,228.24879455566406,984
2024-09-23 10:48:00-04:00,228.3300018310547,228.3300018310547,228.2100067138672,228.3300018310547,228.3300018310547,1332
2024-09-23 10:49:00-04:00,228.1999969482422,228.3699951171875,228.17999267578125,228.3699951171875,228.3699951171875,4113
2024-09-23 10:50:00-04:00,228.22000122070312,228.4199981689453,228.22000122070312,228.28500366210938,228.28500366210938,918
2024-09-23 10:51:00-04:00,228.4600067138672,228.58999633789062,228.42999267578125,228.58999633789062,228.58999633789062,2021
2024-09-23 10:54:00-04:00,228.35000610351562,228.35000610351562,228.35000610351562,228.35000610351562,228.35000610351562,2425
2024-09-23 10:55:00-04:00,228.4199981689453,228.4199981689453,228.31500244140625,228.31500244140625,228.31500244140625,328
2024-09-23 10:56:00-04:00,228.42999267578125,228.5,228.31500244140625,228.47000122070312,228.47000122070312,8982
2024-09-23 10:57:00-04:00,228.35499572753906,228.49000549316406,228.33999633789062,228.33999633789062,228.33999633789062,2548
2024-09-23 10:58:00-04:00,228.5,228.56500244140625,228.4499969482422,228.4499969482422,228.4499969482422,2280
2024-09-23 10:59:00-04:00,228.43499755859375,228.52000427246094,228.41000366210938,228.44500732421875,228.44500732421875,7104
2024-09-23 11:00:00-04:00,228.40499877929688,228.57000732421875,228.40499877929688,228.44500732421875,228.44500732421875,4969
2024-09-23 11:01:00-04:00,228.44500732421875,228.44500732421875,228.42999267578125,228.42999267578125,228.42999267578125,1461
2024-09-23 11:02:00-04:00,228.43499755859375,228.43499755859375,228.38999938964844,228.38999938964844,228.38999938964844,1941
2024-09-23 11:04:00-04:00,228.5500030517578,228.7100067138672,228.5500030517578,228.7100067138672,228.7100067138672,2056
2024-09-23 11:05:00-04:00,228.625,228.625,228.4499969482422,228.4499969482422,228.4499969482422,3021
2024-09-23 11:06:00-04:00,228.47000122070312,228.47000122070312,228.32009887695312,228.32009887695312,228.32009887695312,1598
2024-09-23 11:07:00-04:00,228.375,228.52000427246094,228.375,228.44000244140625,228.44000244140625,2194
2024-09-23 11:09:00-04:00,228.44000244140625,228.44000244140625,228.44000244140625,228.44000244140625,228.44000244140625,1243
2024-09-23 11:10:00-04:00,228.39999389648438,228.52999877929688,228.39999389648438,228.52999877929688,228.52999877929688,1616
2024-09-23 11:11:00-04:00,228.61000061035156,228.6199951171875,228.61000061035156,228.6199951171875,228.6199951171875,625
2024-09-23 11:12:00-04:00,228.6300048828125,228.66000366210938,228.5800018310547,228.66000366210938,228.66000366210938,1699
2024-09-23 11:13:00-04:00,228.72999572753906,228.77999877929688,228.72999572753906,228.77999877929688,228.77999877929688,1060
2024-09-23 11:14:00-04:00,228.8000030517578,228.8000030517578,228.7899932861328,228.7899932861328,228.7899932861328,1442
2024-09-23 11:15:00-04:00,228.7899932861328,228.8000030517578,228.77999877929688,228.8000030517578,228.8000030517578,1378
2024-09-23 11:16:00-04:00,228.8000030517578,228.85000610351562,228.8000030517578,228.85000610351562,228.85000610351562,1917
2024-09-23 11:18:00-04:00,228.8000030517578,228.8000030517578,228.8000030517578,228.8000030517578,228.8000030517578,374
2024-09-23 11:19:00-04:00,228.8699951171875,228.91000366210938,228.86000061035156,228.86000061035156,228.86000061035156,1169
2024-09-23 11:20:00-04:00,228.8592071533203,228.8592071533203,228.8592071533203,228.8592071533203,228.8592071533203,424
2024-09-23 11:21:00-04:00,228.9499969482422,229.07000732421875,228.9499969482422,229.07000732421875,229.07000732421875,3757
2024-09-23 11:22:00-04:00,228.97000122070312,228.97000122070312,228.97000122070312,228.97000122070312,228.97000122070312,1155
2024-09-23 11:23:00-04:00,228.82000732421875,228.82000732421875,228.82000732421875,228.82000732421875,228.82000732421875,240
2024-09-23 11:24:00-04:00,228.9550018310547,229.24000549316406,228.8459930419922,229.17999267578125,229.17999267578125,7602
2024-09-23 11:25:00-04:00,229.1300048828125,229.1300048828125,229.0399932861328,229.0800018310547,229.0800018310547,1268
2024-09-23 11:26:00-04:00,229.11500549316406,229.1199951171875,229.10000610351562,229.10000610351562,229.10000610351562,1583
2024-09-23 11:27:00-04:00,229.1199951171875,229.1199951171875,229.1199951171875,229.1199951171875,229.1199951171875,208
2024-09-23 11:28:00-04:00,229.11000061035156,229.1199951171875,229.11000061035156,229.1199951171875,229.1199951171875,1665
2024-09-23 11:30:00-04:00,229.16000366210938,229.3300018310547,229.16000366210938,229.3300018310547,229.3300018310547,3732
2024-09-23 11:31:00-04:00,229.30999755859375,229.30999755859375,229.30999755859375,229.30999755859375,229.30999755859375,1466
2024-09-23 11:32:00-04:00,229.3000030517578,229.3000030517578,229.3000030517578,229.3000030517578,229.3000030517578,698
2024-09-23 11:33:00-04:00,229.3000030517578,229.3000030517578,229.17999267578125,229.25999450683594,229.25999450683594,1976
2024-09-23 11:34:00-04:00,229.26499938964844,229.26499938964844,229.26499938964844,229.26499938964844,229.26499938964844,610
2024-09-23 11:35:00-04:00,229.27000427246094,229.27000427246094,229.19000244140625,229.19000244140625,229.19000244140625,837
2024-09-23 11:36:00-04:00,229.17999267578125,229.17999267578125,229.13999938964844,229.14500427246094,229.14500427246094,3514
2024-09-23 11:40:00-04:00,229.19000244140625,229.19000244140625,229.08999633789062,229.08999633789062,229.08999633789062,3168
2024-09-23 11:41:00-04:00,228.97999572753906,228.97999572753906,228.97999572753906,228.97999572753906,228.97999572753906,1106
2024-09-23 11:42:00-04:00,229.05160522460938,229.05999755859375,228.97999572753906,228.97999572753906,228.97999572753906,2165
2024-09-23 11:43:00-04:00,228.97999572753906,229.05999755859375,228.97999572753906,229.05999755859375,229.05999755859375,1498
2024-09-23 11:44:00-04:00,229.05999755859375,229.05999755859375,228.91099548339844,229.0050048828125,229.0050048828125,6731
2024-09-23 11:45:00-04:00,228.98500061035156,229.08999633789062,228.98500061035156,229.08999633789062,229.08999633789062,2634
2024-09-23 11:47:00-04:00,229.13999938964844,229.14999389648438,229.02499389648438,229.05499267578125,229.05499267578125,1962
2024-09-23 11:49:00-04:00,229.02999877929688,229.02999877929688,229.02999877929688,229.02999877929688,229.02999877929688,236
2024-09-23 11:50:00-04:00,229.02499389648438,229.02499389648438,229.02499389648438,229.02499389648438,229.02499389648438,428
2024-09-23 11:51:00-04:00,229.0800018310547,229.1199951171875,229.02499389648438,229.10000610351562,229.10000610351562,1168
2024-09-23 11:52:00-04:00,229.13999938964844,229.13999938964844,229.0399932861328,229.06500244140625,229.06500244140625,2896
2024-09-23 11:56:00-04:00,229.08250427246094,229.08250427246094,229.08250427246094,229.08250427246094,229.08250427246094,317
2024-09-23 11:57:00-04:00,228.9949951171875,228.9949951171875,228.9949951171875,228.9949951171875,228.9949951171875,352
2024-09-23 11:58:00-04:00,229.0399932861328,229.0399932861328,228.91000366210938,228.94000244140625,228.94000244140625,4081
2024-09-23 11:59:00-04:00,228.99000549316406,228.99000549316406,228.99000549316406,228.99000549316406,228.99000549316406,882
2024-09-23 12:00:00-04:00,228.9250030517578,228.9250030517578,228.88999938964844,228.9199981689453,228.9199981689453,2119
2024-09-23 12:02:00-04:00,228.8699951171875,228.8699951171875,228.86000061035156,228.8699951171875,228.8699951171875,1258
2024-09-23 12:03:00-04:00,228.86500549316406,228.86500549316406,228.86500549316406,228.86500549316406,228.86500549316406,891
2024-09-23 12:04:00-04:00,228.7949981689453,228.7949981689453,228.7949981689453,228.7949981689453,228.7949981689453,670
2024-09-23 12:05:00-04:00,228.83999633789062,228.8800048828125,228.83999633789062,228.85000610351562,228.85000610351562,1706
